id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option,content_gpt,originality,readability,starts_with_negation,is_question,relevance,ambiguity,gpt_answer,disclosure,difficulty,distractor_quality
OIC-045-02-B,"{""question"": ""When informing parents that their child has been diagnosed with a genetic disease, what is the recommended approach to take?"", ""option_a"": ""Immediately list all possible complications and disabilities to prepare the parents for the worst-case scenario"", ""option_b"": ""Focus on the child's skills and set relatively short-term objectives to maintain a positive outlook"", ""option_c"": ""Predict the evolutionary trajectory of the child's disease to provide the parents with a clear understanding of what to expect"", ""option_d"": ""Encourage the parents to consider putting the child up for adoption as a viable option"", ""correct_option"": ""B""}",Definition,"When informing parents that their child has been diagnosed with a genetic disease, what is the recommended approach to take?",Immediately list all possible complications and disabilities to prepare the parents for the worst-case scenario,Focus on the child's skills and set relatively short-term objectives to maintain a positive outlook,Predict the evolutionary trajectory of the child's disease to provide the parents with a clear understanding of what to expect,Encourage the parents to consider putting the child up for adoption as a viable option,b,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Knowing the Repercussions of the Diagnosis of a Genetic Disease in a Family

**Description:** Explain the problems associated with the disease and the repercussions of the arrival of a child suffering from a genetic disease on the couple and the family.

**Rubric:** Definition

When parents are informed that their child has been diagnosed with a genetic disease, medical and psychological support should be offered to the parents and, if necessary, to the siblings. It is important not to list all the possible complications and disabilities as inescapable, while acknowledging the difficulties. It is preferable to focus on relatively short-term objectives and to value the child's skills.

It is important to prioritize the child over the disease. The child is a carrier of a genetic disease.

Predicting the evolutionary trajectory of a child with a genetic disease is impossible. There are varying degrees of variability depending on the disease. Some parents may be interested in the existence of parents' associations.

In very rare cases, some parents may consider putting the child up for adoption.",0.7142857142857143,12.270000000000003,False,True,0.7795801162719727,0.5893903175989786,b,False,4,1
OIC-045-03-A,"{""question"": ""What is the primary ethical principle guiding doctors that is preserved in the trisomy 21 screening policy proposed in France?"", ""option_a"": ""Non-maleficence"", ""option_b"": ""Respect for autonomy"", ""option_c"": ""Justice"", ""option_d"": ""Caring"", ""correct_option"": ""B""}",Definition,What is the primary ethical principle guiding doctors that is preserved in the trisomy 21 screening policy proposed in France?,Non-maleficence,Respect for autonomy,Justice,Caring,b,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Acknowledge the Ethical Issues Involved in Genetic Counselling

**Description:** Consent, reproductive autonomy, right not to know, personal and family repercussions, social acceptability of illness and disability, eugenics

**Rubric:** Definition

**Ethical Principles Guiding Doctors:**

- Respect for autonomy (informed consent, right to information, right not to know)
- Non-maleficence ('primum non nocere': 'first, do no harm')
- Caring: improving a person's well-being
- Justice: equal access to resources

Other principles may include respect for human dignity, respect for integrity, and the notion of vulnerability.

Arbitrating between different principles when they conflict is at the heart of ethical reflection.

To illustrate some of the ethical issues involved in genetic counselling, consider the case of screening for trisomy 21. The trisomy 21 screening policy proposed in France has led some to view it as a eugenic policy. However, this screening is proposed rather than imposed, and at each stage of the process, the patient is given information so that she can decide not to continue with the screening procedure. Once the diagnosis has been made, she can choose to welcome a child with trisomy 21. The principle of patient autonomy is therefore preserved. In France, for various reasons ranging from material difficulties encountered by families (such as identification or accessibility of support adapted to the needs of the child and then the adult with trisomy 21) to societal pressure, around 90% of couples choose to request a medical termination of pregnancy.",0.4,14.630000000000003,False,True,0.8408839702606201,0.595089872678121,b,False,2,3
OIC-045-04-B,"{""question"": ""What is the primary sample source for performing a foetal karyotype between 15 weeks of amenorrhoea and the end of pregnancy?"", ""option_a"": ""Chorionic villus (CVS)"", ""option_b"": ""Amniotic fluid (PLA)"", ""option_c"": ""Foetal blood"", ""option_d"": ""Maternal blood"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary sample source for performing a foetal karyotype between 15 weeks of amenorrhoea and the end of pregnancy?,Chorionic villus (CVS),Amniotic fluid (PLA),Foetal blood,Maternal blood,b,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Know How to Carry Out a Foetal Karyotype

**Description:** How a Foetal Karyotype is Performed

**Rubric:** Positive Diagnosis

The foetal karyotype is performed on a sample of:

- Chorionic villus (CVS) between 12 and 14 weeks of amenorrhoea
- Amniotic fluid (PLA) between 15 weeks of amenorrhoea and the end of pregnancy
- Exceptionally on foetal blood after 24 weeks of amenorrhoea

The risks are:

- Risk of foeto-placental discordance (1-2%) for CVS
- Risk of crop failure
- Risk of infection following sampling
- Risk of miscarriage estimated at 0.5% following CVS and 0.2% following PLA
- Risk of foetomaternal Rh(D) alloimmunisation in Rh(D) women; prophylaxis by injection of anti-D immunoglobulins should be considered
- Risk of bradycardia following puncture of foetal blood

Time taken to obtain results:

- The CVS allows a response within 2-3 days on direct examination, and 2-3 weeks for the definitive culture result.
- Karyotype results from amniocentesis take 2 to 3 weeks. A faster technique (24-48 hours) using Fluorescence In Situ Hybridization (FISH) with a probe specific for chromosomes 13, 18, 21, X, and Y on interphase nuclei can be used to obtain rapid results in the event of an ultrasound anomaly suggestive of foetal aneuploidy.

**Regulations:** The sample must be accompanied by a signed medical prescription, documents enabling the indication to be determined, and any costs to be covered by the health insurance scheme (prior agreement), consent signed by the patient (after she has been given appropriate information), and the genetic counselling certificate signed by the prescribing doctor.",0.6666666666666666,13.390476190476189,False,True,0.8063187599182129,0.6386667490005493,b,False,4,3
OIC-045-05-A,"{""question"": ""What is the primary method of antenatal screening for trisomy 21 in the 1st trimester?"", ""option_a"": ""Measurement of serum markers in the 2nd trimester"", ""option_b"": ""Combined test based on maternal age, nuchal translucency measurement, and serum markers in the 1st trimester"", ""option_c"": ""Foetal karyotype"", ""option_d"": ""Non-invasive prenatal screening using free foetal DNA"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary method of antenatal screening for trisomy 21 in the 1st trimester?,Measurement of serum markers in the 2nd trimester,"Combined test based on maternal age, nuchal translucency measurement, and serum markers in the 1st trimester",Foetal karyotype,Non-invasive prenatal screening using free foetal DNA,b,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Know how antenatal screening for trisomy 21 is carried out

**Description:** Know the procedures for antenatal screening for trisomy 21

**Rubric:** Positive diagnosis

Doctors must inform patients of the possibility of prenatal screening for trisomy 21 (SD-307), which is covered by the health insurance scheme but is not compulsory.

Screening includes a combined 1st trimester test based on:

- Maternal age
- Nuchal translucency measurement in the 1st trimester
- Measurement of serum markers in the 1st trimester (PAPP-A, free beta-HCG)

The course of action varies according to the result of the combined test:

- If the risk is less than 1/1000, simple pregnancy monitoring is recommended.
- If the risk is between 1/51 and 1/1000, non-invasive prenatal screening is proposed (test on free foetal DNA circulating in maternal blood, DPNI):
  - If the DPNI is negative: continuation of the usual ultrasound monitoring of the pregnancy.
  - If the DPNI is positive: proposal of a foetal karyotype. The FISH test has a very good positive and negative predictive value, but does not allow a definite diagnosis of trisomy 21 to be made. Therefore, no termination of pregnancy will be carried out on the basis of a positive result from an NIPD test.
- If the risk is greater than or equal to 1/50, a foetal karyotype is proposed straight away. However, the woman may ask to undergo an INFP.

If it has not been possible to carry out screening in the 1st trimester of pregnancy, it is possible to propose the measurement of serum markers in the 2nd trimester (hCG, alpha-feto-protein, oestriol).",0.6666666666666666,10.713333333333338,False,True,0.8225834369659424,0.7027135491371155,b,False,4,3
OIC-045-06-B,"{""question"": ""At what stage of pregnancy can an abnormal neck size be used as an indicator for potential trisomy 21 diagnosis via ultrasound?"", ""option_a"": ""2nd trimester"", ""option_b"": ""1st trimester"", ""option_c"": ""3rd trimester"", ""option_d"": ""Only after birth"", ""correct_option"": ""B""}",Positive diagnosis,At what stage of pregnancy can an abnormal neck size be used as an indicator for potential trisomy 21 diagnosis via ultrasound?,2nd trimester,1st trimester,3rd trimester,Only after birth,b,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Know how trisomy 21 is diagnosed antenatally

**Description:** Know how trisomy 21 is diagnosed at birth

**Rubric:** Positive diagnosis

In addition to biological screening, ultrasound monitoring helps to detect trisomy 21. If there is an abnormality on ultrasound, a fetal karyotype will be prescribed. The main signs are as follows:

- **1st Trimester:** Neck greater than 3.5 mm
- **2nd Trimester:** Heart disease, hypoplasia or aplasia of the nasal bones, short femurs, indirect signs of duodenal stenosis
- **3rd Trimester:** Intrauterine growth retardation with no placental cause, heart disease",1.0,14.444545454545459,False,True,0.7934666872024536,0.7295566002527872,b,False,2,3
OIC-045-07-B,"{""question"": ""What is the risk of recurrence for trisomy 21 by Robertsonian translocation (14;21) if the translocation is of maternal origin?"", ""option_a"": ""1-2%"", ""option_b"": ""2-5%"", ""option_c"": ""10-15%"", ""option_d"": ""100%"", ""correct_option"": ""C""}",Management,What is the risk of recurrence for trisomy 21 by Robertsonian translocation (14;21) if the translocation is of maternal origin?,1-2%,2-5%,10-15%,100%,c,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Knowing the procedures for genetic counselling in the case of a history of trisomy 21

**Description:** Know how to explain the risk of recurrence in the event of a new pregnancy depending on the type of trisomy 21

**Rubric:** Management

**Definitions**

The risk of recurrence depends on the karyotype:

- Free, complete, and homogeneous trisomy 21: recurrence risk of approximately 1% unless the mother is over 40 (risk then linked to the mother's age).
- Mosaic trisomy 21: low risk of recurrence.
- Trisomy 21 by translocation: high risk of recurrence if translocation inherited from a parent.
  - Trisomy 21 by Robertsonian translocation (14;21)
    - If of maternal origin: risk of recurrence 10-15%.
    - If of paternal origin: risk of recurrence 2-5%.
  - Trisomy 21 by Robertsonian translocation (21;21)
    - Risk of recurrence: 100% if inherited from a healthy parent (non-viable monosomy 21).

In the case of free trisomy 21, it is not necessary to carry out the parents' karyotype (de novo occurrence, generally due to meiotic non-disjunction).

In the case of trisomy 21 by translocation, it is necessary to carry out karyotyping of the parents. In the event of a balanced anomaly in one parent, the family branch concerned should be further investigated to identify other carriers.

The increased risk of recurrence after the birth of a child with Down's syndrome means that parents can request a foetal karyotype if they wish.

If the parents do not wish to take the risk of miscarriage, prenatal diagnosis (PND) can be offered.

Men with Down's syndrome have reduced fertility. A few pregnancies have been initiated by men with Down's syndrome, and the children did not have trisomy 21. Fertility in women with trisomy 21 is reduced, but pregnancies are possible. The risk of trisomy 21 is around 30% in women with trisomy 21.",0.3333333333333333,14.630000000000003,False,True,0.8690904378890991,0.7319543162981669,c,False,2,4
OIC-045-08-B,"{""question"": ""What is the primary purpose of prescribing a constitutional karyotype on lymphocytes for a patient suspected of having Trisomy 21 or Down's syndrome?"", ""option_a"": ""To detect nucleotide variants and abnormalities of less than 5 megabases"", ""option_b"": ""To identify the mechanism causing Trisomy 21 for genetic counselling"", ""option_c"": ""To provide a preliminary result within 24-48 hours using Fluorescence In Situ Hybridization (FISH) study"", ""option_d"": ""To confirm the clinical suspicion of Trisomy 21 chromosomally"", ""correct_option"": ""D""}",Positive diagnosis,What is the primary purpose of prescribing a constitutional karyotype on lymphocytes for a patient suspected of having Trisomy 21 or Down's syndrome?,To detect nucleotide variants and abnormalities of less than 5 megabases,To identify the mechanism causing Trisomy 21 for genetic counselling,To provide a preliminary result within 24-48 hours using Fluorescence In Situ Hybridization (FISH) study,To confirm the clinical suspicion of Trisomy 21 chromosomally,d,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Karyotype Prescription Procedures

**Description:** Prescription methods and the principle of carrying out a karyotype. Knowledge of the different karyotypic anomalies in trisomy 21.

**Rubric:** Positive Diagnosis

Trisomy 21, or Down's syndrome, is suspected clinically and confirmed chromosomally.

The test to be prescribed is a constitutional karyotype on lymphocytes: a 2 ml peripheral venous blood sample in a heparinised tube.

Parents/patients need to be informed and asked to sign a consent form with a certificate of genetic counselling.

Information must be provided on:

- The objective (purpose) of the test: diagnosis of trisomy 21.
- The nature of the test: karyotype.
- The limitations of the test: no detection of abnormalities of less than 5 megabases (Mb), weak mosaics, nucleotide variants, risk of culture failure, etc.
- The delivery time: 4-5 days in the case of trisomy 21.
- The need to inform relatives if a serious condition justifying preventive measures, including genetic counselling or care, is identified.

A Fluorescence In Situ Hybridization (FISH) study can be requested for a preliminary result within 24-48 hours.

To carry out genetic counselling, it is necessary to have the results of the karyotype to understand the mechanism causing trisomy 21.

Karyotyping can identify three types of results:

- Complete and homogeneous free trisomy 21: 95% of cases
  - Free: 3 separate 21 chromosomes
  - Complete: the whole of chromosome 21
  - Homogenous: in all cells

- Complete mosaic free trisomy 21: 2-3% of cases
  - Mosaic: two cell populations, cells with three 21 chromosomes and cells with two 21 chromosomes

- Complete trisomy 21 by Robertsonian translocation: 2-3% of cases
  - Robertsonian translocation: fusion of two acrocentric chromosomes. The most common example is a fusion between chromosome 14 and 21.

Note: Partial trisomy 21 can be identified by an unbalanced translocation involving part of chromosome 21 and part of another chromosome.

For a person with trisomy 21, there is no phenotypic difference depending on the chromosomal anomaly, except in the case of weak mosaics (less than 50%) and partial trisomy 21.",0.7777777777777778,17.493043478260876,False,True,0.8192360401153564,0.701370894908905,d,False,4,3
OIC-045-09-A,"{""question"": ""What is the estimated percentage of children with Down's syndrome who have obstructive sleep apnoea?"", ""option_a"": ""20-30%"", ""option_b"": ""40-50%"", ""option_c"": ""Almost 50%"", ""option_d"": ""60-70%"", ""correct_option"": ""C""}",,What is the estimated percentage of children with Down's syndrome who have obstructive sleep apnoea?,20-30%,40-50%,Almost 50%,60-70%,c,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Knowing the Development of Trisomy 21

**Description:** Understanding the clinical signs and course of Trisomy 21

**Main Clinical Manifestations of Trisomy 21 (Down's Syndrome):**

- Heart disease in 40-50% of cases, including atrioventricular canal (AVC), ventricular septal defect (VSD), and atrial septal defect (ASD). Know how to look for an anomaly on cardiac auscultation.
- Psychomotor retardation
- Intellectual disability
- Sleep disorders, with almost 50% experiencing obstructive sleep apnea syndrome
- Digestive malformations: anal imperforation, duodenal stenosis
- Hypoacusis/Deafness to be detected
- Risk of congenital cataract (1%)
- Attention deficit, impulsivity, intolerance to frustration
- Autism spectrum disorders in 5-10% of patients
- Epilepsy (West syndrome) in 5% of patients
- Recurring ENT infections
- Facial dysmorphia: microcephaly, flat profile; palpebral slits oblique upwards and outwards; small, round ear pavilions; flat neck with excess skin; joint and skin hyperlaxity; brachymesophalangia of the 5th fingers: clinodactyly; single transverse palmar crease (2/3 of cases); increased spacing between the first and second toes with wrinkled soles.
- Delayed growth in height and weight
- Flat feet with frequent valgus
- Hyperlaxity with possible C1/C2 instability
- Language delay

**At Birth:**

Examination of the Newborn

- Announcement of a diagnosis of serious illness to the patient and/or family
- Look for heart disease.
- Assessment of hypotonia

Contact

- Look for eating difficulties with swallowing problems (oral disorders that may require rehabilitation by a speech therapist).
- Identifying regurgitation (gastro-oesophageal reflux), which is more frequent in infants with trisomy 21
- Ask about transit disorders: constipation is frequent
- Monitoring weight gain: weight and height growth retardation is frequent (often over -2 SD)

Screening

- Hearing loss or deafness (PEAP currently used routinely)
- Congenital cataract, strabismus, nystagmus more frequent in children with trisomy 21 (Vision anomaly)

**In Infants:**

- Monitoring diet and growth in height and weight. How to look for coeliac disease
- Breast-feeding possible but often more difficult (oral disorders).
- Search for signs of West syndrome (convulsions)

**In Children:**

- Assess the extent of the psychomotor delay (psychomotor development abnormality)
- Assess the extent of language delay (language and/or phonation disorders)
- Assess the extent of cognitive delay (consultation and follow-up of a patient with cognitive disorders)
- Suggest hygienic and dietary measures to combat the onset of obesity
- Research into oral disorders
- Screen for otorrhoea (frequent ENT infection), serous otitis
- Look for clinical and subclinical hypothyroidism: prescribe a TSHus and T4l every year (Thyroid work-up analysis). If dysthyroidism, ask for an antibody assay (anti-thyroglobulin).
- Look for hepatomegaly and/or splenomegaly. Signs in favor of acute leukemia: 10 times more frequent in children with trisomy 21.
- Check the platelet count every year or every 2 years for frequent abnormalities of the haemogram, particularly lymphopenia and thrombocytosis, more rarely thrombocytopenia. It can also be used to diagnose acute myeloid leukemia (AML).
- In the event of neurological signs, a radiological examination should be ordered to look for C1/C2 instability with signs of spinal cord compression (MRI recommended rather than X-rays). Similarly, because of the hyperlaxity, there is a greater risk of valgus flat feet and dislocation of the patellas.
- Look for autism spectrum disorders, which are slightly more common in children with Down's syndrome (behavioral disorders in children and adolescents).
- Knowing how to look for sleep disorders, insomnia, or hypersomnia. It is estimated that almost 50% of children with Down's syndrome have obstructive sleep apnea.
- Children with Down's syndrome are more prone to autoimmune problems: thyroiditis, diabetes, alopecia, and hair loss.

**At the Paraclinical Level:**

Prescribe rehabilitation treatments:

- Physiotherapy from 2-3 months
- Speech therapy from birth in the case of oral disorders or around 9 months of age
- Psychomotricity around 1-2 years
- Occupational therapy depending on progress
- Psychological follow-up if necessary

**In Adulthood:**

- Explaining treatment to disabled patients
- How to look for testicular cancer in men with trisomy 21
- Early aging
- Increased risk of dementia: know how to look for memory disorders/cognitive decline
- Episodes of mental confusion/disorientation earlier than in other people
- Increased risk of epilepsy, which may be a gateway to Alzheimer's disease.
- Men with trisomy 21 have significant difficulties in procreating. Women can have children.

**Administrative and Social Aspects:**

Remember to draw up the care protocol and medical certificate for the MDPH.",0.6,13.073333333333338,False,True,0.6782859563827515,0.8114806612332662,c,False,2,4
OIC-045-10-A,"{""question"": ""What are the main clinical signs used to diagnose trisomy 21 in the neonatal period?"", ""option_a"": ""Axial hypotonia, heart murmur on auscultation, and facial dysmorphia"", ""option_b"": ""Psychomotor retardation, learning difficulties, and heart murmur on auscultation"", ""option_c"": ""Facial dysmorphia, psychomotor retardation, and immaturity"", ""option_d"": ""Learning difficulties, axial hypotonia, and immaturity"", ""correct_option"": ""A""}",Positive diagnosis,What are the main clinical signs used to diagnose trisomy 21 in the neonatal period?,"Axial hypotonia, heart murmur on auscultation, and facial dysmorphia","Psychomotor retardation, learning difficulties, and heart murmur on auscultation","Facial dysmorphia, psychomotor retardation, and immaturity","Learning difficulties, axial hypotonia, and immaturity",a,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Savoir évoquer le diagnostic clinique de trisomie 21 en postnatal

**Description:** Epidemiology and main postnatal clinical signs of trisomy 21

**Rubric:** Positive Diagnosis

The diagnosis is currently made most often (80-90%) in the ante-natal period. If this is not the case, the diagnosis is made in the neonatal period on the basis of the triad:

- Axial hypotonia
- Heart murmur on auscultation (Discovery of abnormalities on cardiac auscultation SD-018)
- Facial dysmorphia

Very rarely, the diagnosis may be made later (mosaic trisomy 21) based on the following factors:

- Psychomotor retardation (Psychomotor development abnormality SD-115)
- Learning difficulties associated with immaturity",1.0,10.713333333333338,False,True,0.7958694696426392,0.7830195625623068,a,False,2,4
OIC-045-11-B,"{""question"": ""What is the average age range for a person with trisomy 21 to acquire walking?"", ""option_a"": ""Between 9 and 18 months"", ""option_b"": ""Between 2 and 3 years of age"", ""option_c"": ""Between 5 and 7 years of age"", ""option_d"": ""Between 1 and 2 years of age"", ""correct_option"": ""B""}",Management,What is the average age range for a person with trisomy 21 to acquire walking?,Between 9 and 18 months,Between 2 and 3 years of age,Between 5 and 7 years of age,Between 1 and 2 years of age,b,"**Item Parent:** Specificities of genetic diseases. (see item 9)

**Title:** Knowing the natural evolution of a person with trisomy 21 throughout their life.

**Description:** Know the natural history, main complications, and management of people with trisomy 21.

**Rubric:** Management

A person with trisomy 21 is born with axial hypotonia associated with varying degrees of medical complications (sometimes none, often several). Medical complications need to be treated early, and rehabilitation needs to be started quickly. Rehabilitation can take place in the private sector or in a CAMSP (Centre d'action médico-sociale précoce for 0-6 year olds) then SESSAD (Service d'éducation spéciale et de soins à domicile, up to the age of 20).

Throughout life, it is important to know how to look for the main complications (see ""Evolution of trisomy 21 (2C-045-SP-A01)"") and to treat them to avoid, in particular, over-handicap (vision problems, hypoacusis, hypothyroidism).

People with trisomy 21 have a margin of progression, which varies from one patient to another and is impossible to predict. They have a psychomotor delay (""Anomaly of psychomotor development (SD-115)""). For example, walking is acquired on average between 2 and 3 years of age, compared with between 9 and 18 months for a child without Down's syndrome. Language acquisition is often the most delayed, accompanied by speech disorders (""Speech and/or phonation disorders (SD-134)"").

Puberty proceeds normally.

People with trisomy 21 are often short (over -2 DS) (""Anomalies of staturo-ponderal growth (SD-026)"") and have a tendency to develop obesity, which should be treated by hygienic and dietary measures and by encouraging the practice of sport.

The majority of children with Down's syndrome are able to recognize words, and even to read, write a few words, and count a little, allowing them a degree of independence.

Inclusion in the mainstream environment should be encouraged as far as possible, either in normal classes or in adapted classes (ULIS: Unités Localisées pour l'Inclusion Scolaire). If the child has reached his or her limits in terms of acquiring school skills, he or she may be admitted to an IME (Institut médico-éducatif) or an IMPro (Institut médico-professionnel) to work on independence and learn a trade.

Adults with Down's syndrome can be housed (rare). They can work in a mainstream workplace (rare), work in an ESAT (Établissement et service d'aide par le travail, the majority), stay with their parents, or move into a so-called occupational home.

Adults with Down's syndrome usually have an emotional life, and some women (rare) have children.

In adulthood, the question arises of guardianship, curatorship, or family administrative supervision to protect these people, particularly financially.

From their fifties onwards, people with Down's syndrome begin to experience the complications associated with premature ageing and an increased risk of dementia, particularly of the Alzheimer's type (""Memory impairment/cognitive decline (SD-131)"").

Life expectancy is estimated at 60 years.",0.8333333333333334,10.713333333333338,False,True,0.7726024389266968,0.8737673362096151,b,False,2,4
OIC-045-12-B,"{""question"": ""What is the primary method used to diagnose cystic fibrosis antenatally when both parents are heterozygous carriers of a CFTR mutation?"", ""option_a"": ""Ultrasound monitoring for hyperechoic bowel"", ""option_b"": ""Chorionic villus sampling or amniocentesis followed by molecular biology analysis"", ""option_c"": ""Pre-implantation diagnosis only"", ""option_d"": ""Full study of the CFTR gene in the fetus without prior testing of the parents"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary method used to diagnose cystic fibrosis antenatally when both parents are heterozygous carriers of a CFTR mutation?,Ultrasound monitoring for hyperechoic bowel,Chorionic villus sampling or amniocentesis followed by molecular biology analysis,Pre-implantation diagnosis only,Full study of the CFTR gene in the fetus without prior testing of the parents,b,"**Item Parent:** Specificities of genetic diseases. (see item 9)

**Title:** Know how cystic fibrosis is diagnosed antenatally.

**Description:** Epidemiology of cystic fibrosis. Knowing the situations at risk of fetal cystic fibrosis.

**Rubric:** Positive diagnosis

**Definitions**

Epidemiology of Cystic Fibrosis

Cystic fibrosis of the pancreas, also known as mucoviscidosis, is the most common serious genetic disease among children of European descent. It is a monogenic autosomal recessive disease caused by mutations in the CFTR gene, affecting one in every 4,700 births. Approximately one in 35 individuals is a heterozygous carrier of a CFTR gene mutation. The most common mutation in France is F508del. Life expectancy at birth exceeds 40 years.

**Situations at Risk of Fetal Cystic Fibrosis**

- **Ultrasound Monitoring**

  The diagnosis of cystic fibrosis may be considered during pregnancy ultrasound monitoring if a hyperechoic bowel is observed. This is a non-specific warning sign that may indicate cystic fibrosis in about 5% of cases. The risk increases if the hyperechoic bowel is accompanied by the absence of gallbladder visualization. A study of the CFTR gene is then conducted in the couple. If mutations are detected in one or both partners, the fetus is tested for these mutations using an amniotic fluid sample.

- **Family History of Cystic Fibrosis**

  Both parents are heterozygous carriers of a CFTR mutation. The risk of transmitting the disease to offspring is 1/4 with each pregnancy. Prenatal diagnosis is possible via chorionic villus sampling from 11 weeks of amenorrhea or by amniocentesis from 16 weeks of amenorrhea. Once fetal DNA is extracted, molecular biology techniques determine the presence or absence of parental CFTR gene mutations. A pre-implantation diagnosis may also be proposed. If heterozygous status is known for only one parent, a comprehensive study of the CFTR gene is required for the other spouse to assess the risk.

- **One Parent Has Cystic Fibrosis**

  A parent with cystic fibrosis will pass on one of the two mutations they carry. It is necessary to determine the spouse's status by conducting a thorough study of the CFTR gene. If the spouse is heterozygous, the risk of transmitting the disease is 1/2, and prenatal or pre-implantation diagnosis is proposed.",0.7,16.761904761904763,False,True,0.8260816335678101,0.6338949203491211,b,False,2,3
OIC-045-13-A,"{""question"": ""What is the primary method used for newborn screening of cystic fibrosis?"", ""option_a"": ""A blood test from the umbilical cord"", ""option_b"": ""A bloodstain from the newborn's heel on the third day of life"", ""option_c"": ""A saliva sample on the first day of life"", ""option_d"": ""A genetic analysis of parental DNA"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary method used for newborn screening of cystic fibrosis?,A blood test from the umbilical cord,A bloodstain from the newborn's heel on the third day of life,A saliva sample on the first day of life,A genetic analysis of parental DNA,b,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Know the procedures for generalized newborn screening for cystic fibrosis

**Description:** Know how cystic fibrosis is screened at birth

**Rubric:** Positive diagnosis

The organization of newborn screening for cystic fibrosis involves taking a bloodstain from the newborn's heel on the third day of life as part of systematic neonatal screening (SD-308). This test combines a biochemical assay of immunoreactive trypsin (IRT), which is a sensitive but not very specific marker of pancreatic damage, with a search for the most frequent mutations in the CFTR gene. The combination of an elevated IRT and two causal mutations in a newborn indicates a diagnosis. Screening for the disease enables early treatment in specialized centers (CRCM) and informed genetic counseling.",0.6,9.740000000000002,False,True,0.8252135515213013,0.6199356317520142,b,False,5,3
OIC-045-14-A,"{""question"": ""What is the primary method used to confirm a diagnosis of cystic fibrosis?"", ""option_a"": ""Genetic testing for mutations associated with cystic fibrosis"", ""option_b"": ""Sweat test measuring the chlorine content in sweat"", ""option_c"": ""Blood test to evaluate pancreatic function"", ""option_d"": ""Imaging studies such as chest X-rays to assess lung condition"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary method used to confirm a diagnosis of cystic fibrosis?,Genetic testing for mutations associated with cystic fibrosis,Sweat test measuring the chlorine content in sweat,Blood test to evaluate pancreatic function,Imaging studies such as chest X-rays to assess lung condition,b,"**Item Parent:** Specificities of genetic diseases (see item 9)

**Title:** Know how cystic fibrosis is diagnosed

**Description:** Know how cystic fibrosis is diagnosed

**Rubric:** Positive diagnosis

**Definitions**

Cystic fibrosis is most often diagnosed in the first few weeks of life following positive neonatal screening (Systematic neonatal screening SD-308). However, it may be diagnosed later in adolescence or adulthood. A positive diagnosis is confirmed by a sweat test. This test involves collecting sweat from both forearms after stimulation with pilocarpine, and then measuring the chlorine content. When the test value is above 60 meq/L, the diagnosis of cystic fibrosis is confirmed. Between 40 and 60 meq/L, the result is considered intermediate and the test must be repeated.",0.8,10.356923076923078,False,True,0.8112620711326599,0.5871318578720093,b,False,2,4
